beta1,beta2,mean,lower_95,upper_95
0.5413559322033898,-1.0351851871196482,0.00041631152271293104,0.00021092708338983358,0.0007004739964031615
0.5493220338983051,-1.0351851871196482,0.00043403421295806766,0.00022123191120044795,0.000730871113773901
0.5572881355932203,-1.0351851871196482,0.00045257783494889736,0.00023199742900033017,0.0007633815694134682
0.5652542372881356,-1.0351851871196482,0.0004719829303212464,0.00024139334600477015,0.0007930064224638045
0.5732203389830508,-1.0351851871196482,0.000492292339913547,0.0002509680431103334,0.0008265199823654258
0.5811864406779661,-1.0351851871196482,0.0005135508836247027,0.00026193371741101146,0.0008649742667330429
0.5891525423728814,-1.0351851871196482,0.0005358060589060187,0.0002749194987700321,0.0009038999691256323
0.5971186440677966,-1.0351851871196482,0.0005591074004769325,0.0002869489457225427,0.0009455538776819595
0.6050847457627119,-1.0351851871196482,0.0005835077026858926,0.0002979052223963663,0.000988623037119396
0.6130508474576271,-1.0351851871196482,0.0006090619717724621,0.00030963221652200443,0.0010338619875255974
0.6210169491525424,-1.0351851871196482,0.000635828182566911,0.000320909376750933,0.0010863449948374181
0.6289830508474576,-1.0351851871196482,0.0006638679769821465,0.00033223214632016607,0.0011419861868489534
0.6369491525423729,-1.0351851871196482,0.0006932452670298517,0.00034421452510287055,0.0012042811838909983
0.6449152542372881,-1.0351851871196482,0.0007240282720886171,0.00035493536925059745,0.0012709681235719475
0.6528813559322033,-1.0351851871196482,0.0007562884129583836,0.0003676912951050326,0.0013441246323054657
0.6608474576271186,-1.0351851871196482,0.0007901009521447122,0.00038149555184645577,0.0014159625570755452
0.6688135593220339,-1.0351851871196482,0.0008255452266894281,0.00039506813482148573,0.0014845047116978098
0.6767796610169492,-1.0351851871196482,0.0008627049974165857,0.0004069282636919525,0.0015665788116166377
0.6847457627118644,-1.0351851871196482,0.0009016683325171471,0.0004192594380583614,0.0016673619189532475
0.6927118644067797,-1.0351851871196482,0.0009425279567949474,0.0004315418969781604,0.0017701718490570788
0.7006779661016949,-1.0351851871196482,0.000985381775535643,0.00044445352395996454,0.0018638744833879175
0.7086440677966102,-1.0351851871196482,0.001030332874506712,0.0004574553946440574,0.001974372589029372
0.7166101694915255,-1.0351851871196482,0.0010774902766570449,0.00047041390353115277,0.0020794577198103075
0.7245762711864406,-1.0351851871196482,0.001126968301832676,0.00048534411034779624,0.0022038293827790776
0.7325423728813559,-1.0351851871196482,0.0011788877891376615,0.0005002325211535208,0.002332683437271044
0.7405084745762711,-1.0351851871196482,0.0012333763297647238,0.0005130038756760768,0.002458275499520825
0.7484745762711864,-1.0351851871196482,0.0012905681505799294,0.0005244181724265218,0.0026224992878269406
